MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;BATCH_SIZE;EPOCHS;mse;rmse;nrmse;mae;wape;mpe;mape;mdape;smape;smdape;mase;rmspe;rmsse;mre;rae;mrae;std_ae;std_ape;val_mse;val_rmse;val_nrmse;val_mae;val_wape;val_mpe;val_mape;val_mdape;val_smape;val_smdape;val_mase;val_rmspe;val_rmsse;val_mre;val_rae;val_mrae;val_std_ae;val_std_ape;loss;val_loss;Execution_time;Device
TCN_542;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};48;168;128;25;914.1582;30.23505;0.18042482;20.19775;0.5774358;-50821604;55553668;0.5518929;74.8998165130615;0.651634;1.2294688;3055912700;1.840455;4.3731856;0.811189533404796;30.66004;195.13630054672;21187202037.091;469.41055;21.665884;0.12494454;13.732186;0.48410365;-258206860;260367140;0.460602;61.3409519195557;0.5050802;1.0581863;5934156000;1.6695479;5.6323004;0.685391621557009;25.726536;149.856997562042;41243031828.7325;[11.286203057521645, 0.9851093623607262, 0.735846519189392, 0.6489553853114727, 0.6069739241903326, 0.5846238181223156, 0.5692189396199967, 0.5574669992404214, 0.5475847685997001, 0.538137713085215, 0.5292526006136963, 0.5214497500370192, 0.5131977035524707, 0.505513775615445, 0.49638929692819905, 0.4883632273078667, 0.48023026191724905, 0.4746746939680461, 0.4666037590399788, 0.4611888005539722, 0.45522759280861896, 0.4488279079871408, 0.44442033107766554, 0.4399220380401162, 0.4356113862513934];[1.5247426077171609, 0.9889960123433007, 0.8295053961100401, 0.7633456322881911, 0.7277668515841166, 0.7074714590001989, 0.6997408778579147, 0.6835925391426793, 0.6728516596334951, 0.6610303388701545, 0.6515695077401621, 0.6437034971184201, 0.6352647542953491, 0.6235880917972989, 0.6185892919699351, 0.6054840165155905, 0.60085987161707, 0.5908325689810293, 0.5798912859625287, 0.5761346535550224, 0.5669510750858872, 0.5595950235923132, 0.5526613372343557, 0.5503376606437895, 0.5445905951438127];41.7060010433197;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_575;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 4, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};48;168;128;25;1642.6255;40.529316;0.24185489;27.689898;0.7916297;-70591896;118243540;0.74127424;98.6315846443176;0.8980122;1.6855276;6535188500;2.4670832;6.0453606;1.11209191191295;41.249287;267.250764958999;45304737049.271;985.7722;31.397009;0.18106276;19.98214;0.7044346;-319665180;340459040;0.6436028;84.1864109039307;0.7215024;1.5398004;8174054000;2.419417;10.233552;0.997335120033567;39.024246;215.53350120305;56789353344.3765;[229.41605811237025, 10.084745072363685, 4.439507268764105, 2.670990027302988, 1.9444733024064729, 1.5475964801752384, 1.3160944591562656, 1.1687739923227802, 1.0703905504920879, 0.9953883945310074, 0.9371503410406753, 0.8880384746232499, 0.8468382035604776, 0.8113035509808184, 0.7809787071776193, 0.7555883430620245, 0.7334415029440386, 0.7143791268795764, 0.6970721078143665, 0.6827604210418863, 0.669897440465516, 0.6580999678239946, 0.6479129614341386, 0.6381726627917116, 0.6290888206416783];[18.830559306674534, 7.838795988648026, 4.036668393346998, 2.8536425254963063, 2.2158414743564747, 1.8306918298756634, 1.600128796365526, 1.4402103225390117, 1.326407006493321, 1.245092703236474, 1.173265313660657, 1.1167598764101665, 1.0641209052668676, 1.02196827089345, 0.9858424045421459, 0.9556836331332171, 0.9272491468323601, 0.9024383613356838, 0.882785188931006, 0.8640982850834176, 0.8465813707422327, 0.8320432912420344, 0.817482731960438, 0.8052577254948793, 0.7943256155208305];58.8920032978058;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_643;{'nb_filters': 64, 'kernel_size': 4, 'nb_stacks': 3, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};48;168;128;25;1102.8876;33.20975;0.19817607;21.564709;0.61651593;-56684984;62074110;0.57511514;76.3934969902039;0.6819051;1.3126777;3311027200;2.0215297;6.166605;0.866089835244227;31.428959;211.471133209272;22956622452.6006;602.93243;24.554682;0.14160389;14.921484;0.52603024;-270606080;272636320;0.47742054;63.2601320743561;0.53158295;1.1498321;6324684000;1.8921554;6.501785;0.744751047137661;26.547443;165.116589908194;43952950950.035;[25.886383381833458, 1.2338258110873128, 0.8741024832281825, 0.7518519075374581, 0.6854490787317391, 0.6461597029536577, 0.6199186966612987, 0.6026779280534481, 0.587407185556751, 0.5768313857214471, 0.5673554595845046, 0.5582678065985196, 0.5508286617389135, 0.543187103647787, 0.5357616751578728, 0.5284866260976757, 0.522209145646494, 0.5166158222618598, 0.5096932149747797, 0.5035886104592726, 0.49822892092422827, 0.4919193858813902, 0.48707260063315166, 0.4810530094712867, 0.475127833260243];[2.084618619194737, 1.2198274687484458, 0.9893444511625502, 0.8732355027287094, 0.8121987106623473, 0.7741646656283626, 0.7509377245549802, 0.7297769829078957, 0.7157159469745777, 0.7028718690077463, 0.6934082717807205, 0.6849369020373733, 0.6772927730171768, 0.6695231541439339, 0.6604726226241501, 0.652491941496178, 0.6453234785132937, 0.6389046808083853, 0.6316624151335822, 0.6252355365841477, 0.6198626226849027, 0.6111481940304792, 0.6050386881386792, 0.5985509488317702, 0.5915748261743121];50.1173150539398;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_780;{'nb_filters': 64, 'kernel_size': 6, 'nb_stacks': 1, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};48;168;128;25;561.0635;23.686779;0.14134863;15.815046;0.4521382;-90113180;90113180;0.4294647;58.5708618164063;0.4719629;0.9626867;4372384300;1.4418515;4.4611316;0.635169754227264;25.591892;160.997555752603;30319676323.9887;212.68727;14.583801;0.084103025;9.9838705;0.3519635;-259623170;260123700;0.34812075;47.7971494197845;0.36502948;0.7693454;5850227700;1.1238108;3.499504;0.498308197252194;22.137304;109.278819213233;40663359726.2288;[1.3326558504424753, 0.5648898449326011, 0.5219217639227779, 0.4896817834624413, 0.4634041509583364, 0.4424015811531507, 0.4253826043420461, 0.4130724224100686, 0.3997463173242845, 0.38844892105309226, 0.3768454350978663, 0.3675220222228829, 0.35766841553686923, 0.3520057741969438, 0.3443298334227293, 0.3374976430821054, 0.33386054800031323, 0.3287690847023918, 0.3247841015300144, 0.32357530617039953, 0.3189801702931857, 0.3169054893778968, 0.3135582379584318, 0.30921148685178995, 0.3055255543638034];[0.6832753993846752, 0.6542509198188782, 0.623998902462147, 0.5954026270795751, 0.5658279491795434, 0.5399303154812919, 0.5208237237400479, 0.5035192955423284, 0.48367403889143906, 0.47259532411893207, 0.46941621049686716, 0.46073055432902443, 0.44537753860155743, 0.43408834989424105, 0.4286804546912511, 0.423876338534885, 0.4252632867406916, 0.418599432265317, 0.40610236757331425, 0.40420617439128737, 0.40373512550636576, 0.3996925243624934, 0.39813606054694567, 0.39632878535323673, 0.3987119793891907];29.6766874790192;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_796;{'nb_filters': 64, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};48;168;128;25;779.67334;27.922632;0.1666257;18.652687;0.5332638;-88287944;88287944;0.5063927;68.5498774051666;0.5832585;1.1354184;4385875500;1.6996945;5.7450924;0.74913608648754;29.969435;183.387423949087;30412337725.146;305.563;17.48036;0.10080713;11.787692;0.415554;-246134660;248112140;0.40841866;55.2463948726654;0.44029742;0.9083458;5737829400;1.3470161;5.9010315;0.588339318646979;21.577198;127.500892936209;39875300824.1921;[5.684722556874103, 0.700963178638575, 0.6163065018586472, 0.5810819507628082, 0.5593802559642544, 0.5445225367978549, 0.5316043029263949, 0.5188722686295796, 0.5077706487636544, 0.4959267753453923, 0.48520057424639645, 0.4741363037460965, 0.46277847559628976, 0.4522675760221987, 0.4426062272069592, 0.43378826898596173, 0.42670204059535677, 0.4197523781351824, 0.41287259471430515, 0.4048728665558553, 0.3993483036229973, 0.39361706235664334, 0.3871451546783582, 0.38520925710563525, 0.3780702284424268];[0.9508503730650302, 0.7689046627945371, 0.7139366898271773, 0.6890603756463086, 0.6745894153912863, 0.6606451593063496, 0.6479480399025811, 0.6364261618366948, 0.623106841687803, 0.6118450694613986, 0.5995601305255184, 0.5869739392289409, 0.5749099828578808, 0.5608970986472236, 0.5495235688156552, 0.5427885116250427, 0.531692773103714, 0.5224301169315974, 0.5109633543977031, 0.5043335043721728, 0.4989594910983686, 0.4933379077249103, 0.48203492882075133, 0.4776128900271875, 0.46847366348460867];39.7912344932556;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_829;{'nb_filters': 64, 'kernel_size': 6, 'nb_stacks': 4, 'dilations': [1, 5, 7], 'dropout_rate': 0};48;168;128;25;1098.5654;33.144615;0.19778737;21.846643;0.6245762;-62403890;64712550;0.5891906;79.524838924408;0.7069348;1.3298395;3730886400;2.0175645;2.7021103;0.877413014294739;32.002975;210.460650918724;25866215304.5739;566.0806;23.792448;0.13720818;14.591267;0.514389;-253410990;254908060;0.47254014;62.6803338527679;0.5209935;1.124386;5862805500;1.8334185;5.776026;0.72826945407353;26.68286;160.389593166901;40745228484.1471;[29.360484822478817, 1.241731882797394, 0.8506668452239289, 0.7278052600028236, 0.6647501930471584, 0.6253833856402915, 0.5990132700708927, 0.5794889435470455, 0.564419549752742, 0.5533667643443715, 0.5431792674272445, 0.5345074292206512, 0.5273986788043145, 0.520494453477354, 0.514390920160516, 0.5081562788101753, 0.5017344061070252, 0.49620055787274076, 0.4909786354526614, 0.48539438489188297, 0.48131818221651623, 0.47565921660166044, 0.4715233450081941, 0.46641036338042313, 0.46257877391976937];[2.1504001352522106, 1.1881978842947218, 0.9559544247609598, 0.8571970231003232, 0.7977905085793248, 0.7572822504573398, 0.7284532487392426, 0.7089032122382412, 0.6942075446799949, 0.6816059384081099, 0.6705373503543712, 0.6613832204430191, 0.6527605454126993, 0.645235710673862, 0.6375933333679482, 0.6307448369485361, 0.6232095713968631, 0.6167970034811232, 0.6105133747612989, 0.6044858887239739, 0.5982568103958059, 0.5933509916067123, 0.5881687960139027, 0.581994217854959, 0.5786036098444903];56.6102528572083;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_899;{'nb_filters': 128, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};48;168;128;25;1096.9769;33.120644;0.19764434;22.470194;0.64240295;-52121056;61125468;0.61839396;84.7656428813934;0.73087955;1.3677961;3189515300;2.0161054;7.5373116;0.902456215220839;30.915268;216.364881458796;22114139510.2997;612.35034;24.745714;0.14270554;15.67312;0.5525278;-312234200;319733800;0.5212623;71.0851013660431;0.5764415;1.2077523;7364015600;1.9068757;3.8897035;0.782266187028422;28.340342;169.709493566426;51176226498.7263;[124.25699390988748, 3.866718168112639, 1.9541999730681923, 1.354354205625779, 1.068366884412979, 0.9008037205719696, 0.7995955719403018, 0.7339148499659571, 0.6929703691120844, 0.6620720464854696, 0.632581201824058, 0.6145662079149478, 0.5957976579666138, 0.5777146845740059, 0.563911230460213, 0.5540092817745725, 0.5434969671342623, 0.5413853545773015, 0.5248986958614928, 0.519082478977064, 0.5118294167293957, 0.5062195775927306, 0.4992683336086071, 0.49521542367721755, 0.48952682658556074];[7.529009986806799, 3.0826867907135576, 1.9978382719887628, 1.5210372540685866, 1.2411282371591639, 1.0782600663326405, 0.9757658706771003, 0.9098752405908372, 0.8597018354468875, 0.8166116365679988, 0.7970923737243369, 0.7715691107290762, 0.7382906002027018, 0.720921665430069, 0.7076741059621176, 0.6913532482253181, 0.7005941569805145, 0.6744858777081525, 0.6621238765893159, 0.6477535665035248, 0.6439341019701075, 0.6510562079924124, 0.6347330974207984, 0.6240947489385251, 0.6215315781257771];108.987939834595;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_951;{'nb_filters': 128, 'kernel_size': 3, 'nb_stacks': 1, 'dilations': [1, 5, 7, 14, 28, 56], 'dropout_rate': 0};48;168;128;25;533.48645;23.097326;0.13783112;15.752556;0.45035163;-96024344;96024344;0.43325585;59.2591941356659;0.47983456;0.9588828;4564044000;1.4059705;7.4328504;0.632659973638404;30.767801;159.47724118838;31649556683.9712;192.35425;13.869184;0.07998191;9.71517;0.34249094;-234835820;236132320;0.3492404;48.8626629114151;0.3669953;0.74863964;5441456000;1.0687431;4.671376;0.484897006052297;20.712137;106.038847075974;37816560183.585;[1.8030886146008478, 0.5287944103719489, 0.48703713299107637, 0.458357684252821, 0.43498950810539144, 0.4166040294512984, 0.4047209296125405, 0.39620173963837685, 0.38538348400971917, 0.37588349051413744, 0.36688590639471585, 0.358588911970316, 0.35256040475393774, 0.3473382173424194, 0.33891220466267796, 0.3383766829756882, 0.3273238046500652, 0.32458023925271273, 0.3198282305146836, 0.31679068521560294, 0.3135509138183122, 0.30896770051988753, 0.30890257619716255, 0.3019228226585298, 0.3008818296436988];[0.671365863747067, 0.6260170726864426, 0.5865859091281891, 0.5583093409185056, 0.5280413914609838, 0.5140251434511609, 0.5000228523104279, 0.4875384309777507, 0.4727395679111834, 0.4771485781228101, 0.4614390327974602, 0.4474132419736297, 0.462053323785464, 0.45018569628397626, 0.4312344850213439, 0.42095815031616773, 0.4142683236687272, 0.4085894972085953, 0.4088157476098449, 0.40741359690825146, 0.39687096024001084, 0.4057616298949277, 0.4068522933456633, 0.3895916684910103, 0.3881004805918093];57.6302616596222;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_967;{'nb_filters': 128, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};48;168;128;25;613.13275;24.761518;0.14776205;17.27272;0.4938118;-65879028;69605660;0.48392195;67.3268616199493;0.54487336;1.0514176;3503826000;1.5072725;4.7273235;0.693713362170354;28.37567;167.440825173272;24295168312.1719;259.00192;16.093536;0.09280948;11.20725;0.39509153;-263641420;270714900;0.39345646;54.5066595077515;0.41607642;0.8636176;6262159400;1.2401493;3.488666;0.559368687900529;21.729334;121.83157195441;43517617247.5247;[11.527194352818322, 0.7715272615598986, 0.6189116542836381, 0.5633758976967792, 0.5315229065707491, 0.5058534149567567, 0.48765285023530885, 0.47062895323278203, 0.45814764513705447, 0.4454583332591961, 0.4398700514516505, 0.4264325867412509, 0.4146004392555942, 0.408121131263998, 0.4016813363778998, 0.39170686811103417, 0.388486925367753, 0.3796055261462541, 0.3718293667962891, 0.37084441401231133, 0.3602327401843032, 0.3609718200525771, 0.35059776193121156, 0.3463411919500578, 0.34339238375039205];[1.2169404957029555, 0.8197571767701043, 0.723963815856863, 0.6711247430907356, 0.641222494619864, 0.6208905014726851, 0.59696693221728, 0.5795208447509341, 0.5655161749433588, 0.5608541468779246, 0.5554125623570548, 0.5232172348984966, 0.5168870069362499, 0.5070791614276392, 0.5006909475282386, 0.49742694585411634, 0.4885258823633194, 0.4811569904839551, 0.4830846648525309, 0.4646384898159239, 0.49254006257763616, 0.4826304934642933, 0.4523022009266747, 0.45282074753884916, 0.44704986170486166];85.3135197162628;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_1000;{'nb_filters': 128, 'kernel_size': 3, 'nb_stacks': 4, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};48;168;128;25;1220.9795;34.942516;0.20851618;23.70611;0.6777367;-51219844;86286104;0.64450544;86.3049209117889;0.76320636;1.4430282;4950310000;2.1270058;4.1729016;0.952093596266029;36.645515;230.691237396551;34316756207.2286;677.0241;26.019688;0.1500524;16.53647;0.58296365;-287647420;319673060;0.5405472;71.3910043239594;0.58924466;1.2742811;7573011000;2.0050468;6.337391;0.82535716725173;30.60487;182.455731334243;52613487618.6636;[284.16306669552, 8.064675520951953, 4.004077734458573, 2.45767548957618, 1.7651514919963966, 1.3803312975048878, 1.157826845160081, 1.009216115106823, 0.9078915556552694, 0.8336420809703103, 0.7812413342990359, 0.7342544756873617, 0.6987353210174012, 0.6713379762619207, 0.6512444354900904, 0.6278154675895952, 0.6106464763131383, 0.5945577764679603, 0.5839564418343408, 0.5695465978660629, 0.5580776246051766, 0.551442339437168, 0.5415766994579662, 0.5335228889654045, 0.526060337593474];[15.61529541015625, 6.841475442603782, 3.9226850227073387, 2.667736044636479, 2.0165186833452293, 1.670220152095512, 1.416789472103119, 1.2444108680442527, 1.1266182550677546, 1.0557133599563882, 0.9761335915989346, 0.9238973867010187, 0.8796664730266288, 0.8549445889614247, 0.8182464904255338, 0.790235862687782, 0.7717203652417218, 0.7531675530804528, 0.718626575337516, 0.7177180382940505, 0.7120240231355032, 0.6851602373299776, 0.6759562889734904, 0.6727138779781483, 0.6571157088986149];119.214081287384;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_1068;{'nb_filters': 128, 'kernel_size': 4, 'nb_stacks': 3, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};48;168;128;25;754.50745;27.4683;0.1639145;18.899504;0.5403201;-75356340;76370830;0.51703334;70.2080547809601;0.590538;1.1504425;3883075300;1.6720384;3.4343839;0.759048829857657;32.090897;187.337151782477;26924962602.1554;337.6523;18.375319;0.105968244;12.466219;0.43947423;-274479680;276620540;0.42916927;58.0489158630371;0.45413864;0.96063226;6389297000;1.4159806;5.92303;0.622205523788382;25.11151;138.716978898554;44403020356.3377;[30.391500986085763, 1.053104803755932, 0.7315509076393676, 0.6348940499118135, 0.5835721602288236, 0.5523057973848214, 0.526258989694683, 0.5074065193551449, 0.4923293681813073, 0.475985912608314, 0.4634275858337663, 0.45245293874482245, 0.44317887307477083, 0.43485534450892704, 0.42828139413512356, 0.4235147210748513, 0.41615264877694513, 0.4083063900119705, 0.4062112522771137, 0.4011423285563506, 0.39818644221736066, 0.39427903340197, 0.39032031657136934, 0.38957757944212645, 0.38185472370457735];[1.814482088442202, 1.0013216325530299, 0.8318414941981986, 0.7493704745063076, 0.706252928133364, 0.6696361181912599, 0.6457406459031282, 0.6241782230359537, 0.6039382975410532, 0.5900114134505943, 0.5788020381221065, 0.5700167660359983, 0.5515967022489618, 0.5473680325128414, 0.536506219042672, 0.5248089322337398, 0.5161553764784778, 0.5095304499069849, 0.513988710112042, 0.5102416762599239, 0.50560781525241, 0.5174445984540162, 0.48925479694649027, 0.4906138430039088, 0.4961559811124095];111.520143508911;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_1205;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 1, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};48;168;128;25;512.90283;22.647358;0.13514598;15.219853;0.43512213;-92478400;92478400;0.41003996;55.5020093917847;0.44583654;0.9264564;4276943000;1.3785802;8.065352;0.611265381797898;31.727966;160.52468591011;29659749672.3657;173.4001;13.168147;0.07593912;9.223274;0.32515;-249473680;249473680;0.3301593;45.8237111568451;0.34214497;0.7107348;5586341000;1.014722;3.8947406;0.460345835965916;22.481594;103.593576576838;38830305667.0533;[1.10054686444387, 0.4792913659722561, 0.4344702317380512, 0.4098975096420068, 0.3887379499430932, 0.37454230316395754, 0.3598711363558775, 0.3467019568904971, 0.3375107669858405, 0.32931186292140585, 0.321778888486159, 0.31803633123460734, 0.3103274139273995, 0.30587311771789344, 0.30534699397738607, 0.2985874572757838, 0.293128448605397, 0.2911822054144631, 0.2877445049645342, 0.2850686057928173, 0.28310627099762814, 0.2808688131322288, 0.2781169004518938, 0.27426015249551117, 0.27166566305362716];[0.6224530162634673, 0.5597920329482468, 0.5224347467775698, 0.4985048406653934, 0.472204593596635, 0.4657214234272639, 0.44404735498958164, 0.4345537694516005, 0.41604280913317643, 0.413585078937036, 0.42189969177599307, 0.40704800464488844, 0.39572917145711406, 0.3885277857383092, 0.4043128462853255, 0.3863916126666246, 0.37728325139593194, 0.38259653250376385, 0.38373130008026407, 0.39976751142077976, 0.372708973509294, 0.3767996750496052, 0.37322961069919447, 0.3735208301632493, 0.3681225715963929];61.9086055755615;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_1221;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};48;168;128;25;543.8385;23.320345;0.13916197;15.824297;0.45240265;-98707460;98707460;0.44275638;61.2697780132294;0.49259368;0.9632498;4742976000;1.419546;6.693084;0.635541277991344;27.10617;157.251314434925;32889900264.2759;181.66722;13.478398;0.0777283;9.574786;0.33754194;-210912260;214582130;0.35557687;50.0959694385529;0.3750406;0.7378219;4977550000;1.0386297;4.315546;0.477890270706736;19.722916;101.701250563585;34590523838.1957;[4.82923801585558, 0.5657860366419151, 0.5037374832394266, 0.4658262160978553, 0.4409572552314776, 0.42006127141389743, 0.4041300648373625, 0.38868342517261933, 0.3781504125561394, 0.3649625554593067, 0.3530902299148034, 0.3425217998884311, 0.33643561615679934, 0.3313480371299986, 0.3226658114625933, 0.31892957602429023, 0.31436681101544023, 0.31036714319626774, 0.3070699290336231, 0.3025399016126446, 0.29712970535522076, 0.299809682355191, 0.29453598954511895, 0.29269221067007356, 0.29179935524123857];[0.7442301202703405, 0.6469495020530842, 0.602199497046294, 0.5673139045635859, 0.5366068300273683, 0.5140575164998019, 0.4945919370209729, 0.4830728272596995, 0.46486117552827905, 0.4696709469512657, 0.4459227952692244, 0.4501588156929723, 0.4188528154735212, 0.42940805079760375, 0.422173739583404, 0.41052057400897696, 0.39612206706294306, 0.4002177588365696, 0.3937973032395045, 0.3938203277411284, 0.3902033363227491, 0.389689803675369, 0.3953892318186937, 0.40170019313141153, 0.38262682987584007];88.1124558448792;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_1254;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 4, 'dilations': [1, 5, 7], 'dropout_rate': 0};48;168;128;25;738.72473;27.179491;0.16219106;18.798061;0.5374199;-79117016;80884750;0.5179314;71.6531574726105;0.59726876;1.1442676;4159983000;1.6544583;5.9419594;0.754974722102745;30.834341;182.000259408914;28844550708.74;288.58002;16.987642;0.09796569;11.7841215;0.4154281;-256229970;259930670;0.41173849;56.7678987979889;0.44112027;0.9080707;6027160600;1.3090479;4.478844;0.588161123809849;23.102615;127.409518663283;41884905490.1075;[30.351580053673196, 0.9402659178060975, 0.6882024631342983, 0.6009499076819672, 0.5561589018054508, 0.5262970541054284, 0.5024149694487681, 0.4843254676275175, 0.46849336956920556, 0.45510732818688887, 0.44513652974781354, 0.43640619042484163, 0.42762311847246437, 0.42057266533023757, 0.4155493047970344, 0.40738738608163716, 0.404861723190202, 0.39821453738268753, 0.39298946978206206, 0.3892909547465429, 0.3865248910529875, 0.37976624645529705, 0.3773796504321733, 0.37140769433357407, 0.3679265999822089];[1.490441624765043, 0.9297168619102902, 0.7853706578413645, 0.7158843985310307, 0.6721620559692383, 0.6413139160032626, 0.6134859753979577, 0.5967723318824062, 0.5841590348217223, 0.5702285286453035, 0.5629693628461273, 0.5434079755235601, 0.5390952847622059, 0.5279871114978084, 0.5174711986824319, 0.511097702715132, 0.4978139543974841, 0.5142559100080419, 0.49930902377322867, 0.49414832669275777, 0.4784299907860933, 0.4840234644986965, 0.48208791734995665, 0.4708360058289987, 0.46914523398434677];117.675980329514;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
LSTM_0;{'num_stack_layers': 1, 'units': 32, 'dropout': 0};48;168;128;25;1052.9985;32.44994;0.19364198;21.07684;0.6025682;-119931416;119931416;0.54310626;68.8944280147553;0.61884886;1.2829803;5692162000;1.9752787;8.929709;0.846495789537353;35.2727;221.610642220436;39472619771.5136;440.64755;20.991608;0.12105607;13.150287;0.46358982;-170824590;171806660;0.43861926;56.1125159263611;0.49798727;1.0133457;3721152000;1.6175889;7.190655;0.656348264447084;20.01355;139.56199928058;25870475551.3768;[0.6289137905843126, 0.5765048543471751, 0.5592757605270727, 0.5427824416065103, 0.5110292484538435, 0.476455425766809, 0.46157333339060996, 0.4522969893347669, 0.4523612659586894, 0.4405955278410086, 0.43086472265992765, 0.42466510570793464, 0.4200435570047376, 0.4167816246496634, 0.41532894603916837, 0.40938737619892024, 0.4061089490131158, 0.40537681677175774, 0.40333503260067693, 0.41916421382250296, 0.4076442068049989, 0.44545369975277616, 0.40335996152374576, 0.3999531555863797, 0.40584988412924455];[0.6941923631562127, 0.6798616415924497, 0.6665498570159629, 0.6465193551999552, 0.6045039229922824, 0.5818310551069401, 0.5701087823620549, 0.5620435862629501, 0.5601057255709613, 0.5528217846596682, 0.5464811639653312, 0.5403949049887834, 0.5355048742559221, 0.5309825616854208, 0.5278853884449711, 0.5237950174896805, 0.5203077506136011, 0.5187107920646667, 0.5147236282074893, 0.5201655604221203, 0.5388800308660224, 0.5278022112669768, 0.5237197898052357, 0.5162353294867056, 0.5210357413247779];16.7161543369293;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
LSTM_1;{'num_stack_layers': 1, 'units': 64, 'dropout': 0};48;168;128;25;786.1017;28.037504;0.16731118;18.178308;0.5197017;-77431160;77431160;0.4755863;62.4194920063019;0.52894187;1.1065422;3601300700;1.7066871;5.290094;0.730083942528697;28.302057;194.779386853289;24974109409.823;298.7694;17.284948;0.099680215;11.432962;0.40304863;-216749760;216749760;0.3839892;50.0637412071228;0.42034966;0.8810108;4610878000;1.3319579;7.100987;0.570634298911757;21.646875;125.548631693809;32060222299.0063;[0.6078024373880123, 0.5524614608470346, 0.49432268292940407, 0.4617579758377884, 0.4410102993636025, 0.4256553681494912, 0.4123219602661223, 0.40219017936989615, 0.3956653200555044, 0.390475501827413, 0.3895500318111042, 0.38371967469003093, 0.38099737256519645, 0.39200144184773045, 0.37912634201128437, 0.37685118743752705, 0.3747014822471268, 0.37453231387480973, 0.37171326316147163, 0.3706869234465879, 0.37010672025040264, 0.36665531715599753, 0.365816509941301, 0.3649821936803375, 0.36485755204873593];[0.6816957471547304, 0.6445671673174258, 0.575610703892178, 0.5591080254978604, 0.539952607066543, 0.5251916702146884, 0.5103081050846312, 0.5003141578700807, 0.4956567441975629, 0.4883646457283585, 0.48427121837933856, 0.4780193992235042, 0.4745139479637146, 0.4762664348990829, 0.47179916556234713, 0.4689419363383894, 0.46988958175535556, 0.46527651724991975, 0.46390928162468803, 0.4616646115426664, 0.4591606342130237, 0.4575465100782889, 0.45616298030923913, 0.45472700617931505, 0.4544629250411634];17.6381928920746;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
